muhammad,1852.132
god,1697.827
believ,1435.824
torment,1332.812
messeng,1132.755
revel,946.55
unbeliev,858.844
disbeliev,821.203
forgiv,817.285
guidanc,810.932
quran,762.982
creat,743.91
deed,738.092
unjust,721.438
hell,651.947
reward,595.81
truth,572.256
evid,543.941
reveal,512.733
guid,502.431
repli,491.048
suffer,476.061
peopl,474.793
book,465.004
worship,453.399
reject,442.465
exist,429.921
king,405.31
human,402.491
grant,398.786
true,392.094
israel,390.431
equal,389.703
follow,370.195
guardian,366.592
son,365.723
majest,365.337
piou,363.166
paradis,353.059
favor,342.152
disbelief,338.241
worldli,316.43
warn,311.521
benefit,309.795
judgment,308.456
jinn,308.341
pagan,306.567
susten,303.334
merci,302.347
fact,301.775
miracl,300.985
man,290.087
group,290.048
strive,286.848
punish,284.331
religion,282.207
awar,282.008
mankind,268.933
benefic,268.491
terribl,259.719
know,258.472
protect,250.639
news,245.936
belief,241.746
astray,241.497
satan,240.64
ignor,239.455
recompens,236.069
receiv,232.578
hous,228.188
hardship,225.255
univers,218.705
life,216.678
injustic,215.291
recit,210.358
happi,208.502
told,208.048
want,202.646
sky,200.973
garden,197.441
path,188.049
prostrat,186.07
belong,185.659
admit,183.872
unseen,183.872
muslim,183.872
patienc,183.794
stori,181.418
invent,179.399
faith,177.573
dweller,175.631
steadfast,174.034
prevent,172.125
whomev,171.55
town,171.31
prayer,170.771
promis,170.628
men,170.478
citi,170.143
falsehood,164.895
knowledg,164.798
virtuou,162.187
properti,160.345
suffici,159.704
doer,158.804
offer,156.733
clear,154.582
respit,154.028
pain,153.619
priest,153.575
submit,153.531
bounti,152.685
spend,151.002
start,148.436
exercis,148.161
disobey,145.912
deserv,145.63
wrong,144.912
doubt,143.096
decre,142.553
attract,142.32
judah,141.714
hand,140.828
retribut,139.109
remind,138.783
put,138.716
jerusalem,138.641
david,137.856
consid,137.56
enjoy,136.3
lord,135.256
virtu,135.027
result,135.027
idol,134.762
inevit,134.137
be,134.137
permiss,133.52
deni,131.154
repent,128.568
pieti,127.427
unlaw,127.427
respons,125.307
disregard,122.465
religi,122.465
victori,121.336
earth,121.237
public,121.194
