lord,1159.745141968867
israel,1095.9347389368204
king,992.3987037703038
believ,791.9941808319873
god,751.5583493542943
son,588.0800906510143
faith,548.7592978280668
torment,512.9642860108727
receiv,505.81339081115016
land,493.5082225404898
hous,419.89156872320274
offer,404.34856646536093
judah,402.04198624306935
discipl,379.1800993888289
revel,362.64188654489527
suffer,361.2745521894787
david,323.7372013760542
thing,322.29211115181704
forgiv,318.8355940389989
truth,310.283828492877
messeng,307.18330918558365
deed,282.9745502946119
preach,274.3318423535396
unjust,263.1296832987498
guidanc,261.3061573118259
reveal,246.71304098187457
true,240.55190311885323
creat,239.44505164051452
hell,239.29333619863482
reward,238.85534661428488
children,238.17847797708313
egypt,233.9228589620386
citi,230.10873381440388
angel,227.9115963234946
evid,216.92583825899686
hand,215.95132091998002
hundr,204.86217258393546
world,204.73576601807534
worship,199.6633544993417
follow,194.852276187606
year,191.07147272546993
reject,188.00690861089868
grant,177.7908624108533
hour,176.45882254509513
ask,170.94914476972147
daughter,169.14111909512079
repent,168.02713704910758
guid,166.69188069410777
repli,166.37185058573237
life,163.07459246719432
promis,160.09051702577173
sure,158.7745529124293
host,152.21255404159965
immedi,151.4920904190308
satan,150.1609521561463
want,149.97503348028036
exist,149.97503348028036
altar,149.78880782522202
sword,143.2809185605221
jew,141.27029230383434
deni,140.00388525140744
miracl,138.5052063441797
spirit,137.73142884707892
human,137.55435680594422
levit,135.45213410752018
philistin,133.87204575675105
equal,133.63552945124144
burnt,131.74387105143092
book,129.8234650565194
grace,129.6360641625434
author,129.02748969319495
saul,126.9759514077531
iniqu,126.5181286425035
aaron,126.37765554537339
warn,126.31037709054534
patienc,125.40547680063425
guardian,125.40547680063425
camp,124.9284365799603
priest,123.39970269997593
gold,123.03485415734187
twenti,120.70212935836562
set,117.44924598374145
babylon,117.02669811799194
awar,115.46842285061813
heaven,114.34268362268666
majest,113.901501255029
tabernacl,113.1094240424945
jerusalem,112.88969361316087
ignor,112.2773678675162
thousand,112.26504079512975
wick,109.23602362849778
joshua,108.94178522204129
strive,108.7285342915546
reason,107.27704984629317
prayer,105.95613878831067
benefit,104.07314793035724
princ,103.38693507627615
assuredli,102.54262991636963
mankind,102.43113538262983
mean,101.48019579195254
susten,100.87181227847661
power,100.78898918843663
men,99.92604256995875
silver,98.40483561636607
fact,97.75585457077547
group,97.5702987029948
place,97.54786654103371
inhabit,97.1329435609933
love,95.4344751430897
gate,95.28935643463709
judgment,94.25362116416653
statut,94.20786079068904
field,93.7590119217526
reign,93.08474899937244
doubt,92.7036002815233
young,92.4793871026217
demon,91.07485802499285
anger,90.7972284877992
condemn,90.70863013239351
put,89.6154143388885
jacob,88.80982283103005
moab,88.64229400468791
pagan,88.61671885427863
nation,87.2176271246494
burn,87.01584551485784
wall,86.60523094633662
cut,86.37170842153536
scriptur,86.32225644058884
glorifi,84.76023064758314
ram,84.73672024283086
teacher,84.5879203917332
disput,84.5879203917332
captiv,84.46725239206744
river,84.43611244918053
ephraim,84.19634264929714
parabl,82.88728535829699
cubit,82.38427472809761
accus,81.52434722412234
wilder,80.7293969578693
protect,79.91282036840859
meet,79.67075748195904
wit,79.35420583656271
bull,79.19567557340895
grain,78.55967654443653
chariot,78.00088569544155
head,77.84220773212456
deliv,77.56240330284535
solomon,77.39237668132962
desol,76.97437935982377
galile,76.69252892012113
hardship,76.51211725251389
bring,76.50577675867287
dwelt,76.47529278901833
tent,75.63482130505027
sanctuari,75.54229637259058
astray,75.3237912304885
midst,75.17390712061274
man,73.76132441143272
benjamin,73.32240407373767
bronz,73.08163576003402
steadfast,72.98203682213732
manasseh,72.41206414919291
war,72.35718563387266
tribe,72.30305508488797
merci,71.49884329721158
joab,71.34639137441988
lift,70.90207110636376
border,70.61350647356497
tax,70.3350796291108
gilead,69.4949799019416
news,69.43419062850414
suffici,69.37625970035894
thirti,68.505810680052
judea,68.34154494869452
exercis,68.27142162059499
favor,67.91006196573183
testifi,67.7973052354698
knowledg,67.7820690399674
sky,67.78120486468401
flock,67.2048838378347
liar,67.05692579053114
jeremiah,66.88081468916928
recit,66.61010457810904
congreg,66.25072908759553
assyria,65.7931551121504
terribl,65.78862333314834
north,65.67926767904508
spoke,65.59326405052857
built,64.66915049169475
zion,64.37903806941716
told,64.28433105867077
greet,63.651211700955855
captain,63.410368821584846
abomin,63.38984146996818
shekel,63.326011005294845
question,63.05456713517415
town,62.866136260401014
strength,62.760245334979544
jordan,62.676422198186714
submit,62.62019619753166
recompens,62.59012399245703
water,62.46023029837398
side,62.155930579133596
injustic,61.98452435561321
lose,61.7277907984059
deserv,61.39853074464532
mighti,61.35188324328829
baal,60.7477831958155
servant,60.66696861849137
whomev,60.639837114611886
pass,60.50432139853179
dweller,60.17577582032633
dwell,59.714759182323775
number,59.655450701591626
famili,59.48863005037076
hezekiah,59.47995794528755
wood,59.30925943936148
ark,58.89859025317774
samuel,58.2828810092126
plunder,58.249721968085865
fifti,57.98491209007617
etern,57.86695033568411
armi,57.79416627109216
edom,57.77709736262811
gather,57.73912793808602
pray,57.08564697178176
pillar,56.881393829513506
jonathan,56.544411525836665
dead,56.4352348869591
goat,55.888563829623266
sail,55.55042103371911
invent,55.325679266928304
incens,55.30373087379359
betray,55.22515491260241
stori,55.2012811143923
lost,55.07550098781349
curs,55.01384441651412
behold,54.9682611158206
oil,54.95107465636877
share,54.813438807962456
coven,54.620581060842085
jeroboam,54.07948265384755
beth,54.07948265384755
happi,54.01307827053908
clear,53.986908195089896
hypocrit,53.9487241262111
decid,53.64727831445855
punish,53.44017537508966
sacrific,52.9242105344453
valley,52.35258467364435
subject,52.09871865599753
virtuou,52.01581935361247
spend,51.68491250001661
month,51.67701433641731
victori,51.56007732351072
enter,51.26780589252425
wrong,51.24991082633577
prostrat,50.912981204046275
south,50.82674222837195
sing,50.785585829864374
worthi,50.74771624143836
bow,50.59986175510949
blind,50.488454299854844
result,50.384656264500286
control,50.384656264500286
mouth,50.36744347375927
mountain,50.36519160851158
hill,50.22258845220387
nebuchadnezzar,49.76727723024548
aton,49.15139537413363
permiss,49.15028000788816
leader,48.99434338313669
crowd,48.753807052307224
knew,48.44522998916532
bodi,48.398295293767525
lip,48.08438106200056
court,47.931560186161114
accept,47.637860941543025
absalom,47.30397096814877
ammon,47.30397096814877
amorit,47.30397096814877
doctrin,47.267563866231754
greater,46.6158457565361
east,46.60668615306641
assembl,46.60397481289239
fellow,46.367423081291946
battl,46.34719084803376
ahab,46.0725389663618
inherit,46.01316509115178
greek,45.49313390132538
prefer,45.49313390132538
attract,45.49313390132538
disobey,45.4911566698059
error,44.971740844915246
bounti,44.971740844915246
break,44.65790227344185
donkey,44.111129718763
way,44.04187326864142
sweet,43.94282046142784
egyptian,43.94282046142784
member,43.87181368108914
pain,43.5910022069991
cover,43.52432596993474
creatur,43.49920617285431
brought,43.28860086797173
lion,43.23247215015161
start,43.21813289086151
arm,43.079647395702196
chaldean,42.896169083311975
enjoy,42.71416664962388
gentil,42.669963370750196
canaan,41.758945091214414
gad,41.66662841723908
mose,41.41973896527487
obedi,41.25430901815909
remnant,41.058403722405046
ten,40.636939933120104
esau,40.53901539574463
falsehood,40.01386912949389
fine,39.999500966614534
chamber,39.822759785386445
find,39.77490406780648
consid,39.68291356609565
mind,39.433957777429896
seventh,39.3051860341878
jehoshaphat,39.208258711611265
exhort,39.0204235142279
spiritu,38.976647745285355
recal,38.976647745285355
garden,38.96147923005022
rod,38.80144635118795
cedar,38.687041098446045
properti,38.63175284503827
livestock,38.59382030436264
make,38.58678600742727
mortal,38.51868893806752
pay,38.31169228581486
hors,38.271428937079946
redeem,38.251769857873185
respons,38.162825211260426
firstborn,38.13573091858823
selah,38.071822263079035
dan,38.071822263079035
hebron,38.071822263079035
expel,38.03112782722665
disobedi,37.64926782230009
privat,37.64926782230009
sincer,37.64926782230009
eleazar,37.45664023080092
argu,37.34874554550358
marvel,37.25764945159177
half,37.16188077336051
devour,37.127724101216636
fled,37.11924118438412
differ,36.68043892132888
enemi,36.61186093108491
broken,36.30690634149612
reuben,36.1367175052643
tribul,35.792776484938045
drown,35.792776484938045
mysteri,35.72142468278736
council,35.72142468278736
abimelech,35.61131491947881
canaanit,35.61131491947881
samaria,35.58163077024654
shield,35.54904378017857
anoint,35.54860842445729
territori,35.522611227200336
syrian,35.522611227200336
persecut,35.350146255617275
desir,35.27134261302855
zedekiah,34.99628006653713
furi,34.99628006653713
path,34.80255986010424
skin,34.629051293476586
patient,34.46070501244896
lebanon,34.38128200017677
bethel,34.38128200017677
fat,34.21112323249562
magic,34.181345184729715
neglect,34.181345184729715
replac,34.09474561057917
submiss,34.09474561057917
bore,34.0029242173306
fulfil,33.77806916724162
daniel,33.71504904107028
horn,33.627322298980374
belong,33.57246783788239
realiz,33.3105530930219
hope,33.10740834821
length,33.06691093207101
counsel,33.04425600191438
rest,33.03875117430278
beg,32.95416132385256
possess,32.938188146798645
utterli,32.84858336721986
eye,32.75576803991588
began,32.72735140842446
wicked,32.670658155307706
experi,32.571739014643065
,32.468779297486726
brook,32.45317627478815
top,32.25625032604612
male,32.18558301507833
humili,32.15823657624141
build,32.10024782405583
morn,32.05139461678793
live,31.952560989740213
father,31.938618699400212
serv,31.7946447999521
sinner,31.744792809810285
defil,31.644626607834066
seventi,31.459572832491276
height,31.416192180953463
singl,31.283901877324205
support,31.229771124546318
flour,31.225950202877456
width,31.225950202877456
door,31.063835648089526
orphan,30.964165264877597
pour,30.955652279491378
fornic,30.84360961709305
sick,30.753053556741587
jehu,30.692065935431266
abner,30.692065935431266
bashan,30.692065935431266
fortifi,30.692065935431266
messag,30.689365247370425
kill,30.670853720939814
girl,30.66439652714845
suppos,30.66439652714845
consecr,30.483011426640186
save,30.3493764423106
saint,30.316030488824552
greatest,30.260784783236698
purpos,30.219429688967622
godli,30.18420325166639
forbid,30.18420325166639
harm,30.1323220597285
mock,30.091124793532316
entranc,30.05156872065165
begot,29.96488219942527
wast,29.89326179767356
reproach,29.8913357634915
buri,29.885946676990976
mordecai,29.462621390264328
jehoiada,29.462621390264328
encamp,29.462621390264328
cherubim,29.385756763562537
easi,29.358865775459083
partak,29.358865775459083
dri,29.33516955940618
affair,29.237369928112507
reform,29.21933642056937
relat,29.178239892399493
deceiv,29.08198576267771
imag,28.98403515882669
weak,28.91542726519285
loss,28.416428276446144
articl,28.233323872667967
abram,28.233323872667967
oxen,28.12835941082551
command,28.090387583230385
forsak,28.035917999793217
boast,28.002880171554732
stranger,27.979566103554216
famin,27.747820080673264
harlotri,27.61873024096705
laban,27.61873024096705
spear,27.613203865193952
destitut,27.078455643306025
mere,27.07271876565586
proper,27.07271876565586
taught,27.066857490748802
sight,27.06567316343516
lust,26.974068368684094
wine,26.9337753035637
shechem,26.933497424738828
neighbor,26.794403627163167
noah,26.588558031147734
mourn,26.404057298607828
hittit,26.389653215279793
ascrib,26.190918231880183
forsaken,25.98274227521542
part,25.86915864706466
azariah,25.77516981470265
gibeah,25.77516981470265
mold,25.77516981470265
ephah,25.77516981470265
account,25.73346427263748
idol,25.72878149401003
heap,25.645026193956795
travel,25.584342912438306
obtain,25.215054573570164
ground,25.213572466791348
vow,25.203137309585845
zadok,25.095434976681815
elect,24.97694340301835
final,24.97694340301835
beast,24.85036956528449
prove,24.77256367446065
balaam,24.768541470241207
ministri,24.679273234737934
heir,24.64441679026493
blame,24.559722266063318
rachel,24.5463132216073
belov,24.523367379750653
edg,24.453284554249386
show,24.401071468788626
lamb,24.366748450220346
pit,24.357026415609454
amaz,24.353227112345355
rock,24.303021335747143
evil,24.217374305079762
mount,24.157031474272273
prais,24.023348258347013
trial,23.997974424324347
claim,23.997974424324347
parti,23.997974424324347
provinc,23.96316607828105
thresh,23.96316607828105
